genres,app_name,release_date,price,id,developer
Action,Spaceship Trucker,2017.0,0.95,671120,Dreamy Doe
Action,The Stone,,12.99,676990,
Action,Burst Fighter,2017.0,9.99,642600,Magesoft
Indie,Fantasy Grounds - U03: Death Comes to Stoneholme (5E),2017.0,6.99,650930,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Weird Wars II: Island of Dreams (Savage Worlds),2017.0,9.99,697400,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Demon Cults & Secret Societies (5E),2017.0,39.99,698840,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 1: In Search of Sanity (PFRPG),2017.0,24.99,701490,"SmiteWorks USA, LLC"
Adventure,レイジングループ,2017.0,29.99,648100,KEMCO
Action,Seconds to Square,2017.0,Free,685200,Fast Fall Studios
Casual,BOOKS,2017.0,0.99,690740,UNIOCS
Casual,Tabletopia - Scythe: The Wind Gambit + Invaders from Afar,2017.0,7.99,414232,Jamey Stegmaier
Adventure,Tabletopia - Champions of Midgard,2017.0,5.99,414230,Ole Steiness
Adventure,Tabletopia - Champions of Midgard: Valhalla,2017.0,7.99,414234,Ole Steiness
Adventure,Tabletopia - Champions of Midgard: The Dark Mountains,2017.0,7.99,414233,Ole Steiness
Casual,昔:Yesterday,2017.0,4.99,649360,Triple Tree Studio
Action,Hyper Universe,2017.0,15.99,591530,"CWAVESOFT, Inc."
Adventure,NGHTMN Soundtrecks,2017.0,0.99,701230,DIGITAL MISTAKE
Casual,Legendary Hunter VR,,7.99,642170,
Action,White Day - Fashionable School Uniform - Ji-Min Yoo,2017.0,2.99,688310,SONNORI Corp
Casual,NeonGalaxy Wars,2017.0,0.99,693720,omylevca
Action,White Day - Fashionable School Uniform - So-Young Han,2017.0,2.99,688280,SONNORI Corp
Action,White Day - Fashionable School Uniform - Sung-A Kim,2017.0,2.99,688290,SONNORI Corp
Action,White Day - Fashionable School Uniform - Ji-Hyeon Seol,2017.0,2.99,688300,SONNORI Corp
Horror,Scanner Sombre,,9.99,475190,
Casual,Lightwire,2017.0,9.99,686000,nonPareil Studios
Audio Production,Rytmik Cloud Expansion 2,2017.0,3.99,697410,"CINEMAX, s.r.o."
Casual,Loading,2017.0,0.99,694970,Striped Rocket
Action,Robocraft,2017.0,Free,301520,Freejam
Audio Production,Rytmik Cloud Expansion,2017.0,1.99,697380,"CINEMAX, s.r.o."
Adventure,Shadows,2017.0,3.99,563380,Logan Apple
Casual,Solitaire Mystery: Stolen Power,2017.0,9.99,679820,Dikobraz Games
Action,White Day - Beachwear Costume - Bong-Goo Lee,2017.0,1.99,687010,SONNORI Corp
Action,Dirty Bomb - Strikeforce Starter Pack,2017.0,34.99,701311,Splash Damage
Action,White Day - Beachwear Costume - Dal-Su Son,2017.0,1.99,687020,SONNORI Corp
Action,Dirty Bomb - Firestorm Starter Pack,2017.0,49.99,701312,Splash Damage
Action,Dirty Bomb - Veterans Starter Pack,2017.0,19.99,701310,Splash Damage
Movie,Kill Switch,2017.0,4.99,630730,
Action,Trove - Eclipse Pack,2017.0,19.99,693160,Trion Worlds
Casual,Laser Grid,2017.0,0,613050,Selenion Games
Action,Post War Dreams,,0,616490,Pulsetense Games
Action,Super ComboMan: Smash Edition,2017.0,14.99,468650,Interabang Entertainment
Action,3D Hardcore Cube,2017.0,0.99,691080,Laush Dmitriy Sergeevich
Movie,Treasure Hounds,2017.0,4.99,666500,
Adventure,"Super Army of Tentacles 3, Charity Quest Pack: NAZIS ARE STUPID AND DUMB",2017.0,0.99,698130,Stegalosaurus Game Development
Indie,Beetle Uprising,2017.0,9.99,662680,"Iocane Games, LLC"
Early Access,Little Earth,,4.99,689600,
Action,Hangry Bunnies From Mars - Original Soundtrack,2017.0,2.99,686070,Studio229
Early Access,Altar Show,,0,667110,
Indie,Rivals of Aether: Ori and Sein,2017.0,4.99,686220,Dan Fornace
Action,Pirate Jump 2,2017.0,1.99,690860,EnsenaSoft
Casual,Survival driver 2: Heavy vehicles,2017.0,0.99,693190,Tero Lunkka
Simulation,Rollercoaster Xperience,,2.99,679620,
Adventure,The Braves & Bows Soundtrack,2017.0,0.99,555390,Gunsquad
Casual,Trivia Vault: Classic Rock Trivia 2,2017.0,0.99,693890,Ripknot Systems
Adventure,Quad Hopping,2017.0,0.99,694490,LillyWelland inc.
Simulation,Aces High III,,Free,651090,
Action,Meta Star,2017.0,Free,659000,Lost-Ride Studios
Casual,Alphabear: Hardcover Edition,2017.0,9.99,644080,Spry Fox LLC
Action,FreeFly Burning,2017.0,1.99,683530,FanPlymouth
Action,Minimized II,2017.0,3.99,689080,Crystal Box Team
Action,Spacecraft,2017.0,0.99,685020,Spacevb Studio
Casual,SwapQuest,2017.0,9.99,679690,Rebusmind
Adventure,Legends Of Iona RPG,2017.0,12.99,668730,Studio Desgraff
Casual,SwapQuest Soundtrack,2017.0,Free,685830,Symphonic Square
Action,Reflector: Bug Hunt,2017.0,4.99,638780,Super Dead LLC
Indie,Crisis in the Kremlin: The Accident,2017.0,1.99,698240,Kremlingames
Action,Band of Outlaws,2017.0,4.99,670950,Indy Lion Studios
Indie,Fantasy Grounds - BASIC02: A Frightful Time (5E),2017.0,6.99,614270,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - A Friend in Need (5E),2017.0,6.99,685250,"SmiteWorks USA, LLC"
Indie,Aven Colony - Cerulean Vale,2017.0,2.99,645900,Mothership Entertainment LLC
Action,Crypt of the NecroDancer: AMPLIFIED OST - Chipzel,2017.0,3.99,698890,Brace Yourself Games
Simulation,Formula E: Grand Prix,,1.99,683490,
Action,Weable,2017.0,0.99,683830,SPECTRUM GAMES
Action,Treasure Hunt VR,,1.99,682770,
Casual,Rocksmith® 2014 Edition – Remastered – Airbourne Song Pack,2017.0,7.99,637720,Ubisoft - San Francisco
Action,Shadow Warrior 2: Bounty Hunt DLC Part 2,2017.0,39.99,592461,Flying Wild Hog
Casual,"Rocksmith® 2014 Edition – Remastered – Airbourne - “Blonde, Bad and Beautiful”",2017.0,2.99,637721,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Airbourne - “Runnin’ Wild”,2017.0,2.99,637722,Ubisoft - San Francisco
Casual,"Rocksmith® 2014 Edition – Remastered – Airbourne - “Too Much, Too Young, Too Fast”",2017.0,2.99,637723,Ubisoft - San Francisco
Action,Triton Wing,2017.0,8.99,691700,Alien Mind
Indie,Chroma Lab,,4.99,587470,
Adventure,Ghosts of Miami,2017.0,14.99,677300,Pillow Fight
Action,White Day - BlazBlue Collaboration Costume - Dal-Su Son,2017.0,1.99,687220,SONNORI Corp
Action,White Day - BlazBlue Collaboration Costume - Ji-Min Yoo,2017.0,1.99,687230,SONNORI Corp
Action,White Day - BlazBlue Collaboration Costume - So-Young Han,2017.0,1.99,687170,SONNORI Corp
Action,Wingless,,6.99,691570,
Action,White Day - Apple School Uniform - Hee-Min Lee,2017.0,1.99,687070,SONNORI Corp
Action,White Day - Apple School Uniform - So-Young Han,2017.0,1.99,687040,SONNORI Corp
Action,Wrongworld,2017.0,19.99,664750,Sludj Games
Action,White Day - BlazBlue Collaboration Costume - Bong-Goo Lee,2017.0,1.99,687210,SONNORI Corp
Action,White Day - BlazBlue Collaboration Costume - Hee-Min Lee,2017.0,1.99,687200,SONNORI Corp
Action,White Day - BlazBlue Collaboration Costume - Ji-Hyeon Seol,2017.0,1.99,687190,SONNORI Corp
Action,White Day - Apple School Uniform - Sung-A Kim,2017.0,1.99,687050,SONNORI Corp
Action,White Day - Apple School Uniform - Ji-Hyeon Seol,2017.0,1.99,687060,SONNORI Corp
Action,White Day - BlazBlue Collaboration Costume - Sung-A Kim,2017.0,1.99,687180,SONNORI Corp
Action,DOGO,2017.0,9.99,635930,Pixel Barons
Indie,OfficeBots: Reality Bytes [VR],,9.99,649730,
Action,White Day - Apple School Uniform - Ji-Min Yoo,2017.0,1.99,687080,SONNORI Corp
Indie,Escapists 2 - Glorious Regime Prison,2017.0,3.99,666350,"Team17 Digital Ltd,Mouldy Toof Studios"
Indie,The Escapists 2,2017.0,19.99,641990,"Team17 Digital Ltd,Mouldy Toof Studios"
Indie,The Escapists 2 - Season Pass,2017.0,9.99,701180,"Team17 Digital Ltd,Mouldy Toof Studios"
Adventure,Agents of Aggro City - ELITE Sponsorship Package,2017.0,24.99,670640,Starlight Productions
Indie,TASTEE: Lethal Tactics - Map: Jurassic Narc,2017.0,2.99,696210,SkyBox Labs
Action,Never Not Shooting,2017.0,3.99,662940,Hand Cannon Games
Casual,月之暗面 The Dark Side Of The Moon,2017.0,0,684250,一杯烟雨游戏工作室
Indie,Brain Crush,2017.0,1.99,679960,Chano H. Hansen
Indie,Euro Truck Simulator 2 - DAF Tuning Pack,2017.0,3.99,461249,SCS Software
Strategy,Hold the Line: The American Revolution,2017.0,14.99,657500,HexWar Games
Action,GyroSphere Trials,2017.0,4.99,673280,Pronetis Games
Action,Crafting Dead,2017.0,9.99,657990,Ferullo Gaming
Action,Endless Dream,2017.0,9.99,629350,Lost in Pixels
Simulation,FSX Steam Edition: Hong Kong FSX Live Add-On,2017.0,49.99,602813,FlightSoft
Action,Promethium,2017.0,9.99,624680,Xiotex Studios Ltd
Indie,Town doubt 小镇疑云,2017.0,0.99,674630,牛学者
Action,Lupinball,2017.0,9.99,429360,Craftven
Action,Bloons TD 5 - Medieval Dart Monkey Skin,2017.0,1.99,691480,Ninja Kiwi
Adventure,Subsurface Circular,2017.0,5.99,676820,Bithell Games
Action,Achievement Hunter: Darkness,2017.0,0.99,689990,putilin_industries
Casual,aMAZE Dark Times,2017.0,0.99,692200,Blender Games
Indie,Indeep | The casual dungeon crawler,2017.0,2.99,664340,BernhardP
Indie,Tree of Life,2017.0,19.99,361800,oddonegames
Indie,Strangers of the Power,2017.0,1.99,683760,Tuomo Laine
Indie,Chocolate,,2.99,575420,
Design &amp; Illustration,RPG Maker MV - Parallel Worlds Character Pack,2017.0,11.99,690430,"KADOKAWA,Yoji Ojima"
Adventure,Postmen Of Horizon,2017.0,3.99,662980,Bad Attempt
Action,Trivia Vault: Classic Rock Trivia,2017.0,0.99,690240,Ripknot Systems
Action,Cornflower Corbin,2017.0,1.99,624780,"Larry Martin,Phillip Brossia"
Indie,Fortune's Tavern - Remastered,2017.0,5.99,691980,FlynnFour Games
Action,Helium Rain,2017.0,14.99,681330,Deimos Games
Action,BALLOON Saga,2017.0,0.99,644310,Alexey Glinskiy
Indie,HORROR OF THE DEEP - VR,,Free,640630,
Action,Offensive Combat: Redux!,2017.0,9.99,622170,Three Gates AB
Adventure,Magical Mysteries: Path of the Sorceress,2017.0,4.99,548320,Alder Games
Casual,Anomalies - Music Collection,2017.0,1.99,696340,Michael Klaus Schmidt
Action,Blue Horizon,2017.0,6.99,589740,Blue Horizon Studios Ltd
Simulation,VR Table Sports,,7.99,678200,
Action,Crash Test Billy,2017.0,3.99,676550,SP Digital Arts Inc.
Action,MonsterS in haha Island (群妖志),2017.0,0.99,684490,Muggle
Casual,Lumak's Wraptiles,2017.0,4.99,694610,Lumak Software
RPG,Castles II: Siege & Conquest,1992.0,9.99,670180,Quicksilver Software
Action,Bloody Mice,2017.0,0.99,676000,Tower Up Studios
Adventure,Vacant,2017.0,2.99,696190,H L Nunnelly
Casual,Heart. Papers. Border.,2017.0,7.99,604110,Jovian Industries
Early Access,Ungrounded: Ripple Unleashed VR,,6.99,676170,
Action,WESTSLINGERS,2017.0,14.99,662920,Tailwind Games
Action,CastleMiner Warfare,2014.0,4.99,675210,DigitalDNA Games LLC
Indie,Gun-Running War Dogs,2017.0,0.99,678820,Rotatipyra
Action,Crimson Tide: Operation Online,2017.0,4.99,684130,RaleachGamesStudio
Adventure,Oswald's Adventure,2017.0,2.99,688680,Dede Bayi
Indie,Castle Story,2017.0,24.99,227860,Sauropod Studio
Casual,2D Mahjong Temple,2017.0,6.99,685770,Nijumi Games
Casual,Ancient Worlds: Jaguar's Fate,2017.0,0.99,681480,Games++
RPG,Moero Chronicle | 限界凸記 モエロクロニクル | 極限凸記　萌萌編年史,2017.0,19.99,638160,"COMPILE HEART,IDEA FACTORY"
Casual,Denki Gaka's Bombshell,2017.0,2.99,688170,Denki Gaka
RPG,Moero Chronicle - Deluxe Pack | 限界凸記 モエロクロニクル  デラックスセット| 極限凸記　萌萌編年史　數位附錄套組,2017.0,5.99,688090,"COMPILE HEART,IDEA FACTORY"
Indie,Prehistoric Kingdom,,0,666150,Shadow Raven Studios
,Lumber King DLC - Eternal Necklace,2017.0,4.99,681514,
,Lumber King DLC - Ring Of Temptation,2017.0,29.99,681516,
Indie,Outracer Original Soundtrack,2017.0,4.99,697420,Outlier Interactive
Action,20XX Soundtrack,2017.0,3.99,692510,"Batterystaple Games,Fire Hose Games"
Casual,Letter-Setter,2017.0,3.99,676320,Beaver Drummer
Simulation,StellarHub,2017.0,8.99,672860,Casualogic
Action,VR Sports - Golf,2017.0,4.99,647370,SAT-BOX
Action,Phoenix Dynasty 2,2017.0,0,621880,Ntroy LTD
Action,The Art Of Knuckle Sandwich,2017.0,8.99,691920,Virtual Top
Simulation,OMSI 2 Add-on VanHool Generationen Reihe,2017.0,0,648650,Nicolas Clarysse
Action,The Dropping of The Dead,2017.0,0.99,691130,G. Malta
Action,Blue Angels Aerobatic Flight Simulator,2017.0,14.99,635430,Rortos Srl
Simulation,Train Simulator: Arosa Line Route Add-On,2017.0,39.99,621870,Thomson Interactive
Indie,辣条杂货店:回到1997，我当小商贩,2017.0,5.99,687650,萌石游戏
Simulation,X-Plane 11 - Add-on: Aerosoft - Airport Bali,2017.0,29.99,675340,"A-Flight,Caipirinha Games"
Adventure,West of Loathing OST,2017.0,4.99,696230,Asymmetric
Action,EVERSPACE™ - Upgrade to Deluxe Edition,2017.0,9.99,688700,ROCKFISH Games
Casual,Kitchen Simulator 2,2017.0,1.99,688020,Whackakeygames
Adventure,The Museum of ThroughView,,9.99,689210,
Simulation,Order of Battle: Burma Road,2017.0,14.99,626790,The Artistocrats
Simulation,Cities: Skylines - Concerts,2017.0,6.99,614581,Colossal Order Ltd.
Casual,Survival Driver,2017.0,1.99,586130,"Tero Lunkka,Mikko Seppälä"
Adventure,Rescue Team 7,2017.0,6.99,666050,Nova Ideas
Adventure,Klondike Solitaire Kings,2017.0,4.99,690670,Boogygames Studios
Adventure,Behind The Door,2017.0,1.99,676730,Dio Alias Games
Casual,Trivia Vault: 1980's Trivia,2017.0,0.99,689180,Ripknot Systems
Indie,VR2Space,,1.99,680560,
Action,Original Journey,2017.0,11.99,639470,Bonfire Entertainment
Action,Radical Spectrum: Volume 2,2017.0,0.99,661300,Autonomic Interactive
Indie,Miniature TD - VR,,4.99,679670,
Action,20XX,2017.0,14.99,322110,"Batterystaple Games,Fire Hose Games"
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Shipwrecks,2017.0,5.99,591504,DL Softworks
Action,Night Trap - 25th Anniversary Edition,2017.0,14.99,643620,Screaming Villains
Action,Soldier Killer,2017.0,3.99,675160,SQUIX Games
Action,ChainMan,,13.99,646300,
Casual,ArkanoidSmoking,2017.0,1.99,686490,StalkerAlex..
Action,EXON: The Impossible Challenge,2017.0,1.99,683130,Simple Interactive Games
Action,Mayhem Above,2017.0,6.99,665350,Spinal Games
Casual,Mayhem Above - Soundtrack,2017.0,2.99,694080,Spinal Games
Adventure,SOULS,2017.0,6.99,677790,Team Fork
Action,Gangs of Space - Shark Investor Pack,2017.0,59.99,670961,Little Big MMO
Action,Space Scumbags,2017.0,0.99,660270,AlcoholEnthusiast
Action,Fapic,2017.0,4.99,679070,cloneZone
Action,Undead Souls,2017.0,9.99,667170,Rootify
Simulation,Dream Coaster VR,,1.99,663190,
Action,Failed State,,0,409350,"Red Spinner Studio,INT-Works"
Action,Piece of Memory 2:Prologue,2017.0,1.99,676520,MATRE
Casual,Loops of Zen,2017.0,2.99,563710,"Strength in Numbers Studios, Inc"
Action,Hero of the Galactic Core,2017.0,15.99,659790,David Krinkel
Action,Project Explore,2017.0,4.99,357650,Sebastian Nigro
Action,I.F.O,2017.0,3.99,661820,Total Battery
Casual,OutSplit,2017.0,0.99,686230,Riviysky
Action,"Trouble Witches Origin,Special additional character : Cotton",2017.0,5.99,691310,Studio SiestA
Casual,Silver Tale,2017.0,6.99,677220,Playcademy
Indie,Animal Crush,2017.0,0.99,666690,cada
Action,Leon's crusade (La cruzada de León),2017.0,5.99,689480,Molosoft
Action,C64 & AMIGA Classix Remakes Sixpack,2017.0,5.99,679640,magnussoft
Action,Leon's crusade - Melodies of the cursed people (Soundtrack + extra music),2007.0,Free,690030,Molosoft
Action,Art of Guile,2017.0,5.99,600250,Unphysical Machinery
Action,White Noise 2 - Accursed Pack,2017.0,1.99,691440,Milkstone Studios
Action,Kama Bullet Heritage,2017.0,0.99,680690,Narko Games
Action,Life on Mars Remake,2017.0,7.99,677910,Oscar Kenneth Albero Ingles
Casual,Startup Company,2017.0,9.99,606800,Hovgaard Games
Indie,Odysseus Kosmos and his Robot Quest: Adventure Game,2017.0,14.99,645820,Pavel Kostin
Racing,Team Racing League,2017.0,9.99,504460,Gamious
Action,Dragon's Dungeon: Awakening,2017.0,9.99,640430,LunarPixel
Adventure,Asyula 方舟之链,2017.0,1.99,689070,ShiinaYashiro
Adventure,Vault Resort,,5.99,662500,
Adventure,The Rosebud Condominium,2017.0,9.99,663120,Blue Salt Games
Action,Rez Infinite,,24.99,636450,
Action,Upside-Down Dimensions,2017.0,15.99,613370,Hydra Interactive
Action,Rez Infinite Digital Deluxe DLC,2017.0,4.99,689950,"Monstars Inc.,Resonair"
Action,Cutthroat Gunboat,2017.0,7.99,661220,Minor Faction
Casual,Tangrams Deluxe,2017.0,4.99,677720,Cake Collective Games
Action,Qbike: Synthwave Soundtrack,2017.0,Free,689890,GexagonVR
Anime,Gal*Gun VR,,29.99,678520,
Adventure,Willful,2017.0,3.99,664060,Luke Vincent
Adventure,Oh...Sir! The Hollywood Roast - Small Screen Stars Pack,2017.0,Free,644700,Vile Monarch
Casual,Super POTUS Trump: The Full Game!,2017.0,1.99,676080,"Emerson Design, Inc."
Action,BlackEye,2017.0,1.99,627410,Dnovel
Action,DepthMera,2017.0,1.99,660110,David Sof
Adventure,Kukui,2017.0,4.99,680040,Sijawa Production
Indie,Fantasy Grounds - Fantasy Companion (Savage Worlds),2017.0,9.99,600470,"SmiteWorks USA, LLC"
Casual,Clutter (VII) Infinity: Joe's Ultimate Quest,2017.0,9.99,553330,Puzzles By Joe
Indie,Halcyon 6: Lightspeed Edition - Soundtrack,2017.0,4.99,677640,"Massive Damage, Inc."
Indie,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),2017.0,14.99,651660,"Massive Damage, Inc."
Design &amp; Illustration,SMILE GAME BUILDER 3D Character Editor,2017.0,9.99,645180,SmileBoom Co.Ltd.
Early Access,Range Day VR,,17.99,601750,
Action,War Robots VR: The Skirmish,,Free,672640,
Simulation,OMSI 2 Add-on Downloadpack Vol. 3 – KI-Menschen,2017.0,6.99,689870,Halycon Media
Casual,Draw Your Game,2017.0,6.99,677880,Zero One
Early Access,BoostBots VR,,9.99,601880,
Action,Bullyparade - DER Spiel,2017.0,9.99,656780,BitsAlive Game Studios
Adventure,Mercury: Cascade into Madness,2017.0,8.99,661120,Astronomic Games
Action,Time Recoil,2017.0,13.99,625910,10tons Ltd
Adventure,Jewels of the Mysterious Woodland,2017.0,3.99,685370,Boogygames Studios
Action,Survive,2017.0,1.99,659120,Interactive Gaming Studios
Action,From Shadows,2017.0,1.99,582920,Revolt and Rebel
Action,Phantom Trigger,2017.0,14.99,445870,"Bread Team,Victor Solodilov,Denis Novikov"
Action,Brimstone,2017.0,4.99,674320,Asunder Studios
Design & Illustration,Studio License Subscription,,99.99,623830,
Action,Monsteria,2017.0,7.99,689300,Sharkbird
Action,Quantum Replica,,0,470090,ON3D
Action,Damascus Gear Operation Tokyo HD,2017.0,14.99,648630,Arc System Works
Indie,Firewood Soundtrack,2017.0,0.99,693910,Frymore
Casual,Super POTUS Trump,2017.0,0,675630,"Emerson Design, Inc."
Casual,BlockDude,2017.0,1.99,669490,The Hazardous Dude
Adventure,Tiny Rails,2017.0,9.99,614630,Tiny Titan Studios
Casual,Pepper's Puzzles,2017.0,6.99,642650,Emad
Action,88 Heroes – RSG Champions,2017.0,Free,619801,Bitmap Bureau
Action,Achievement Hunter: Overdose,2017.0,0.99,674110,putilin_industries
Action,Foxfolk,2017.0,2.99,663590,Cool Hand Games
Casual,qop - DLC,2017.0,Free,687820,Quiet River
Adventure,Squish and the Corrupted Crystal,2017.0,14.99,662390,Cheat Code Studios
Action,Watergate Xtreme,2017.0,2.99,666320,Will Carlough
Adventure,Alexander (Character for Occult Raise),2017.0,2.99,670590,Arcane Raise
Casual,SOLITAIRE ULTRA,2017.0,5.99,656340,Thorium Entertainment
Indie,Tetsoidea Eternal RPG,2017.0,0.99,680140,Brewsterland Studios
Animation & Modeling,imos VR LOFT,,Free,665200,
Sports,VR Fitness,,9.99,678570,
Action,Asteroids Millennium,2017.0,7.99,669830,Geoff Nagy
Adventure,Code 7,2017.0,16.99,650570,Goodwolf Studio
Simulation,Darts VR,,2.99,677010,
Action,Warfront Defenders: Westerplatte,2017.0,4.99,412210,Flying Robot Studios
Casual,BAE,2017.0,0.99,685000,Riviysky
Action,dead_file.exe,2017.0,0.99,679650,Saddletrip
Casual,Hearing,2017.0,0.99,682730,skrimm8
Early Access,Let's Bowl VR - Bowling Game,,17.99,680950,
Action,Uplands Motel: VR Thriller,,7.99,602000,
Action,Zumbi Blocks,,0,502020,"Rakarnov Studios,Adrianks47"
Action,Super Ultra Monster Smash!,,4.99,678060,
Adventure,Sommad,,Free,676470,
Casual,2 Planets Fire and Ice,2017.0,6.99,657110,rokaplay
Indie,spaceBOUND Soundtrack,2017.0,3.99,692300,Gravity Whale Games
Action,Ezy,2017.0,0.99,678290,Strong Cube
Action,Party Panic,2017.0,16.99,506500,Everglow Interactive Inc.
Action,Spears 'n' Spades,2017.0,1.99,673980,"LeatherIceCream,LazyTomato,Madvertiz0r"
Action,No Lights,2017.0,0.99,682910,Cubamano
Action,Turret Sector,2017.0,3.99,684650,Kittik Game Studio
Violent,Hounds of Love,2017.0,6.99,637420,
Racing,RC Plane 3 - Stealth Plane,2017.0,2.99,675821,FrozenPepper S.R.L
Action,LawBreakers,2017.0,29.99,350280,Boss Key Productions
Casual,Picross Touch - Donation Level 2,2017.0,2.99,644961,Jon Gallant
Action,LawBreakers - Deadzo Deluxe DLC,2017.0,12.99,620150,Boss Key Productions
Indie,Flux8,2017.0,5.99,658810,Canalside Studios
Movie,Ghosts In The Machine,2017.0,3.99,660420,
Action,DOA5LR Zack Island Swimwear Set,2017.0,36.99,679290,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Action,Hellblade: Senua's Sacrifice,2017.0,29.99,414340,Ninja Theory
Racing,RC Plane 3 - CP-350,2017.0,0.99,675805,FrozenPepper S.R.L
Racing,RC Plane 3 - Airbus,2017.0,2.99,675770,FrozenPepper S.R.L
Racing,RC Plane 3 - Complete Edition,2017.0,24.99,674100,FrozenPepper S.R.L
Racing,RC Plane 3 - DroneGP,2017.0,2.99,675803,FrozenPepper S.R.L
Racing,RC Plane 3 - EDF Sparrow,2017.0,1.99,675790,FrozenPepper S.R.L
Racing,RC Plane 3 - F 141 - Combo,2017.0,3.99,675801,FrozenPepper S.R.L
Racing,RC Plane 3 -Carrier Ops F 181,2017.0,0.99,675808,FrozenPepper S.R.L
Racing,RC Plane 3 - Flying Dorito,2017.0,2.99,675809,FrozenPepper S.R.L
Racing,RC Plane 3 - Firefighter Bundle,2017.0,2.99,675802,FrozenPepper S.R.L
Racing,RC Plane 3 - Flying Fortress,2017.0,3.99,675807,FrozenPepper S.R.L
Racing,RC Plane 3 - Luxury Jet,2017.0,4.99,675806,FrozenPepper S.R.L
Action,36 Fragments of Midnight,2017.0,2.99,679930,Petite Games
Racing,RC Plane 3 - Red Baron,2017.0,1.99,675804,FrozenPepper S.R.L
Indie,Fantasy Grounds - The Sixth Gun Companion (Savage Worlds),2017.0,9.99,690540,"SmiteWorks USA, LLC"
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Variety Pack 2,2017.0,11.99,591505,DL Softworks
Indie,Fantasy Grounds - B08: Thief in the Night (5E),2017.0,6.99,690380,"SmiteWorks USA, LLC"
Casual,Picross Touch - Donation Level 3,2017.0,4.99,644962,Jon Gallant
Casual,Picross Touch - Donation Level 1,2017.0,0.99,644960,Jon Gallant
Casual,Picross Touch - Donation Level 4,2017.0,6.99,645910,Jon Gallant
Strategy,Prime Shift,2017.0,Free,663170,David Mulder
Casual,Flix And Chill 2: Millennials Soundtrack,2017.0,0.99,680210,"Jason Lovett,Joakim Karud"
Indie,Murder...,2017.0,4.99,663540,Jack Gloyens
Strategy,Strategy & Tactics: Dark Ages,2017.0,14.99,508300,HeroCraft
Action,The Adventures of Capitano Navarro,2017.0,2.99,671810,Don Emídio Navarro Games
Adventure,Douche Bag,2017.0,0.99,681650,ILLUMICORP
Adventure,Delude - Succubus Prison,2017.0,1.99,674380,Halissoni
RPG,The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 1,2017.0,2.99,605360,Nihon Falcom
Action,Achievement Hunter: Begins,2017.0,0.99,674040,putilin_industries
RPG,Lemuria: Lost in Space - VR Edition,,14.99,679780,
Action,An Oath to the Stars,2017.0,9.99,594820,Himeki Games Ltd
RPG,The Legend of Heroes: Trails of Cold Steel - Shining Pom Bait Value Pack 2,2017.0,2.99,605361,Nihon Falcom
Action,Mad Arkanoid,2017.0,0.99,673780,oblomysh
Action,Order：VR,,0,681690,
Action,Abstract Arena - Original Soundtrack,2017.0,3.99,679350,Gergely Kovács &amp; Bálint Mikó
Action,Rainbow Duck,2017.0,0.99,681150,Boogygames Studios
Simulation,Train Simulator: DB BR 642 DMU Add-On,2017.0,19.99,500245,RSSLO
Massively Multiplayer,XAOC,2017.0,172.24,614860,WindThunder Studio
Massively Multiplayer,XAOC 燕子珍藏百寶箱,2017.0,0,650270,WindThunder Studio
Adventure,Rangi,,9.99,607330,
Indie,Fish for gold,2017.0,0.99,672260,Primitive Studio
Action,Deltaplan Simulator,2017.0,4.99,655040,starmops
Casual,Dash Dash Run!,,9.99,649570,
Adventure,初颜 - The Prototype,2018.0,0,682670,发胶事务所 Hairgel Agency
Indie,Interplanetary: Enhanced Edition,2017.0,14.99,650220,Team Jolly Roger
Strategy,Interplanetary OST,2017.0,4.99,674700,Vincent Parrish
Action,Archangel,,29.99,553880,
Action,Nova Blitz Steam Pack,2017.0,39.99,678600,Dragon Foundry
Movie,Good Fortune,2017.0,4.99,666490,
Early Access,Arena,,3.99,655200,
Action,Animal Herding,2017.0,1.99,667310,Pixl Pile
Casual,Jewel Venture,2017.0,6.99,656890,rokaplay
Action,PowBall Renaissance,2015.0,2.99,654600,Anthony @ POW Games
Action,Thrust & Shoot : Flight School,2017.0,4.99,663100,Hellride Games
Action,The Initiate,2017.0,14.99,659480,Deceptive Games Ltd.
Indie,Supreme Ruler The Great War,2017.0,19.99,600280,BattleGoat Studios
Indie,Fantasy Grounds - Pathfinder RPG - Mummy's Mask AP 1: The Half-Dead City (PFRPG),2017.0,22.99,676810,"SmiteWorks USA, LLC"
Movie,Ghost Note,2017.0,4.99,678490,
Indie,Fantasy Grounds - Pathfinder RPG - Curse of the Crimson Throne,2017.0,59.99,636890,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Pathfinder RPG - Kingmaker AP 5: War of the River Kings,2017.0,19.99,688820,"SmiteWorks USA, LLC"
Adventure,Tacoma,2017.0,19.99,343860,Fullbright
